Q No.,Question,Answer,Domain,Sub-Domain
300,"একটি স্লাইড ক্যালিপারসের প্রধান স্কেলের ১৯ ঘর ভার্নিয়ার স্কেলের ২০ ঘরের সমান। একটি ছোট দণ্ডের দৈর্ঘ্য এর দুই চোয়ালের মধ্যে স্থাপন করলে দেখা গেল যে, ভার্নিয়ার স্কেলের শুন্য দাগ প্রধান স্কেলের ৫.২ সে.মি. দাগকে অতিক্রম করছে। আবার প্রধান স্কেলের একটি দাগের সাথে ভার্নিয়ার স্কেলের ১৪ নং দাগ মিলে গেছে। ভার্নিয়ার ধ্রুবক কত (মি.মি.)?",০.০৫ ,Physics,Physics
301,"একটি স্লাইড ক্যালিপারসের প্রধান স্কেলের ১৯ ঘর ভার্নিয়ার স্কেলের ২০ ঘরের সমান। একটি ছোট দণ্ডের দৈর্ঘ্য এর দুই চোয়ালের মধ্যে স্থাপন করলে দেখা গেল যে, ভার্নিয়ার স্কেলের শুন্য দাগ প্রধান স্কেলের ৫.২ সে.মি. দাগকে অতিক্রম করছে। আবার প্রধান স্কেলের একটি দাগের সাথে ভার্নিয়ার স্কেলের ১৪ নং দাগ মিলে গেছে। ভার্নিয়ার সমপাতন কত?",১৪,Physics,Physics
302,"একটি স্লাইড ক্যালিপারসের প্রধান স্কেলের ১৯ ঘর ভার্নিয়ার স্কেলের ২০ ঘরের সমান। একটি ছোট দণ্ডের দৈর্ঘ্য এর দুই চোয়ালের মধ্যে স্থাপন করলে দেখা গেল যে, ভার্নিয়ার স্কেলের শুন্য দাগ প্রধান স্কেলের ৫.২ সে.মি. দাগকে অতিক্রম করছে। আবার প্রধান স্কেলের একটি দাগের সাথে ভার্নিয়ার স্কেলের ১৪ নং দাগ মিলে গেছে। দণ্ডটির দৈর্ঘ্য কত (সে.মি.)?",৫.২৭,Physics,Physics
303,ল্যাবরেটরিতে একটি নতুন স্লাইড ক্যালিপারস তৈরি করা হল। যার মূলস্কেলের ১৫ ভাগ ভার্নিয়ারের ১৬ ভাগের সমান। মূলস্কেলের ক্ষুদ্রতম একভাগের দৈর্ঘ্য ১ মি.মি.। এই স্কেলের সাহায্যে একটি এক টাকা মানের পয়সার ব্যাস মাপা হল। তাতে মূল স্কেল পাঠ পাওয়া গেল ১৫ মিলিমিটার এবং ভার্নিয়ার সমপাতন পাওয়া গেল ৭। ভার্নিয়ার ধ্রুবকের মান কত মি.মি.?,০.০৬২৫,Physics,Physics
304,ল্যাবরেটরিতে একটি নতুন স্লাইড ক্যালিপারস তৈরি করা হল। যার মূলস্কেলের ১৫ ভাগ ভার্নিয়ারের ১৬ ভাগের সমান। মূলস্কেলের ক্ষুদ্রতম একভাগের দৈর্ঘ্য ১ মি.মি.। এই স্কেলের সাহায্যে একটি এক টাকা মানের পয়সার ব্যাস মাপা হল। তাতে মূল স্কেল পাঠ পাওয়া গেল ১৫ মিলিমিটার এবং ভার্নিয়ার সমপাতন পাওয়া গেল ৭। ভার্নিয়ার স্কেলের পাঠের মান কত মি.মি.?,০.৪৩৭৫,Physics,Physics
305,করিম তার বিদ্যালয়ের বার্ষিক ক্রীড়া প্রতিযোগিতায় ৩০ মিটার ব্যাসার্ধের একটি বৃত্তাকার ট্র্যাক একবার ঘুরে আসলো। তার সরণ কত মিটার হবে?,০,Physics,Physics
306,একটি বস্তু একটি স্থান থেকে ৪ মিটার সোজা পূর্বদিকে গিয়ে সেখান থেকে উত্তর দিকে ৩ মিটার অতিক্রম করল। বস্তুটির দূরত্ব ও সরনের পার্থক্য কত মিটার?,২,Physics,Physics
307,একটি বস্তু সরল পথে ১০ মিটার অগ্রসর হয়ে সেখান থেকে একই পথে ৪ মিটার ফিরে এলো। দূরত্ব ও সরণের পার্থক্য কত মিটার?,৮ ,Physics,Physics
308,একটি গাড়ি একস্থান থেকে ৬ মিটার সোজা উত্তর দিকে গিয়ে সেখান থেকে সোজা পূর্বদিকে ৮ মিটার অতিক্রম করলো। গাড়িটির অতিক্রান্ত দূরত্ব ও সরণের পার্থক্য কত?,৪,Physics,Physics
309,১০ মিটার ব্যাসার্ধের একটি বৃত্তাকার পথে সম্পূর্ণ একবার ঘুরে আসলে তার সরণ কত মিটার হবে?,০,Physics,Physics
310,১০০ মিটার ব্যাসার্ধের একটি বৃত্তাকার পথ একবার ঘুরে আসতে এক ব্যক্তির সময় লাগে ২ মিনিট। এক মিনিট ঘুরার পর তার সরণ কত হবে?,২০০,Physics,Physics
311,এক মিনিটে একটি দেওয়াল ঘড়ির সেকেন্ড কাঁটার সরণ কত মিটার?,০,Physics,Physics
312,১০ মিটার ব্যাসার্ধের একটি বৃত্তাকার পথে পরিধির এক-চতুর্থাংশ অতিক্রম করলে সরণ কত মিটার হবে?,৭.০৭,Physics,Physics
313,এক ব্যক্তি ৭ মিটার ব্যাসার্ধের একটি বৃত্তাকার মাঠে ৩/২ পাক ঘুরলে তার সরণ কত মিটার?,১৪,Physics,Physics
314,৫ মিটার ব্যাসার্ধের বৃত্তাকার পথে এক বালক ৮ পাক সম্পূর্ণ ঘুরল। বালকটির সরণ কত মিটার?,০,Physics,Physics
315,৫৪ কিলোমিটার/ ঘণ্টা সমান কত মিটার/ সেকেন্ড?,১৫,Physics,Physics
316,একজন মোটরসাইকেল আরোহী ৫৪ কি.মি/ ঘণ্টা বেগে যাত্রা শুরু করে এবং তার বেগ বৃদ্ধি পেয়ে ৫ সেকেন্ডে ৩৫ মি./সে. হয়। তার ত্বরণ কত মি./সে.^২?,৪,Physics,Physics
