Q No.,Question,Answer,option1,option2
197,"যদি একটি গাড়ি এবং একটি পিকআপ উভয়ই ৬০ মাইল বেগে ভ্রমণ করে, কিন্তু গাড়ি ৬.১ ঘন্টা পরে থামে যেখানে পিকআপ ১.৯ ঘন্টা পরে থামে, কোনটি কম দূরত্ব অতিক্রম করেছে?",Option 2,গাড়ী,পিকআপ
198,এফ-১৬ এর ওজন সাধারণত ২৫০০০০ পাউন্ড এবং জাম্বো জেটের ওজন ৫০০০০ পাউন্ড। তাই এফ-১৬ ছিল?,Option 1,ধীর গতিশীল,দ্রুত গতিশীল
199,"ডিলান একটি নুড়ি, ( যার ভর ০.১৫ কেজি ) এবং বাস্কেটবল, ( যার ভর ১.৮ কেজি ) জানালার বাইরে নিক্ষেপ করেন। _____ এর বেশী শক্তিশালী মাধ্যাকর্ষণ টান ছিল কারণ এর ভর বেশি?",Option 2,নুড়ি,বাস্কেটবল
200,অফিসে গাড়ি চালিয়ে যেতে ৩০ মিনিট সময় লাগে এবং বাসে চড়ে যেতে ২ ঘন্টা সময় লাগে। কোনটি বেশি গতিতে চলে?,Option 2,বাস,গাড়ি
201,বিউটি কুইন ৬ মি/সেকেন্ড গতিতে মার্বেল মেঝে পেরিয়ে গেলেন কিন্তু কাঠের মেঝেতে ৩ মি/সেকেন্ড গতিতে চলে গেলেন কারণ এটি ছিল?,Option 1,বেশী প্রতিরোধী,কম প্রতিরোধী
202,"পুকুরে কচ্ছপের সাঁতারের গতি ১৭২ সেমি/সেকেন্ড, যখন সাগরে এটি ৪ মি/সেকেন্ড কারণ _____ বেশী মসৃণ?",Option 2,পুকুর,সাগর
203,আগাছার মধ্যে দিয়ে ঘূর্ণায়মান হওয়ার সময় মেরির ওয়াগনটি ৪০ ডিগ্রি সেলসিয়াস তাপমাত্রায় এবং নুড়ির মধ্য দিয়ে গড়িয়ে যাওয়ার সময় ৫০ ডিগ্রি সেলসিয়াস তাপমাত্রায় পৌঁছায়। এর মানে তার ওয়াগন ধীর গতিতে রোল করতে বাধ্য হয়?,Option 2,আগাছা,নুড়ি
204,আগাছার মধ্যে দিয়ে ঘূর্ণায়মান হওয়ার সময় মেরির ওয়াগনটি ৪০ ডিগ্রি সেলসিয়াস তাপমাত্রায় এবং নুড়ির মধ্য দিয়ে গড়িয়ে যাওয়ার সময় ৫০ ডিগ্রি সেলসিয়াস তাপমাত্রায় পৌঁছায়। এর মানে তার ওয়াগন কোথায় বেশী বাধা প্রাপ্ত হয়?,Option 2,আগাছা,নুড়ি
205,জরিনা লক্ষ্য করেছেন যে মটর নুড়ির উপর পেন্সিলটি ঘূর্ণায়মান করার সময় ৪৯ জুল তাপ এবং ৩১ জুল তাপ উৎপন্ন হয় যখন এটিকে কার্পেটের উপর ঘূর্ণায়মান করা হয়। পেন্সিল কোথায় ধীর গতিতে চলে গেল?,Option 2,কার্পেট,মটর নুড়ি
206,জরিনা লক্ষ্য করেছেন যে মটর নুড়ির উপর পেন্সিলটি ঘূর্ণায়মান করার সময় ৪৯ জুল তাপ এবং ৩১ জুল তাপ উৎপন্ন হয় যখন এটিকে কার্পেটের উপর ঘূর্ণায়মান করা হয়। পেন্সিল কোথায় বেশী বাধা প্রাপ্ত হয়?,Option 2,কার্পেট,মটর নুড়ি
207,একটি ছোট ছেলে হলওয়ের নিচে তার দুটি রাবারের বল গড়িয়েছে। লাল বল ১ মিনিট ২৩ সেকেন্ড পরে থামল। নীলটি ২৯ সেকেন্ড পরে থামল। কোনটি সবচেয়ে দূরে গড়িয়ে গেলো?,Option 1,লাল বল,নীল বল
208,"পুরাতন গাছের কাণ্ডের পুরুত্ব ৩.২ ইঞ্চি, যেখানে নতুন গাছের কাণ্ডের পুরুত্ব ১.৫ ইঞ্চি, পুরনো গাছটি ছিল?",Option 1,শক্তিশালী গাছ,দুর্বল গাছ
