Q No.,Premise,Hypothesis,Answer
302,বিসিসিআই-এর মিটিংয়ে ৪২ জনেরও কম,বিসিসিআইয়ের বৈঠকে ১২ জন রয়েছেন,neutral
303,টডের ৫৪.০ টুকরো গাম এবং স্টিভ তাকে আরও ১৬.০ টুকরো দিয়েছে,টডের কাছে এখন ৭০.০ টুকরো গাম আছে,Entailment
304,"সুসান অ্যাটকিনস, ম্যানসন হত্যাকাণ্ডে তার অভিযুক্ত হওয়ার পরে এখানে দেখানো হয়েছে, প্যারোলে ১৭ বার প্রত্যাখ্যান করা হয়েছে।",এর আগে ১৭ বার তাকে প্যারোলে মুক্তি দেওয়া হয়েছে,Entailment
305,শুক্রবারের বাস্কেটবল খেলায় মিসেস হিল্ট ২৪৩৬.০ ভক্তকে মুগ্ধ করেছিলেন এবং ভক্তরা ৩.০ সেট ব্লিচারে সমান দলে বসে ছিলেন,প্রতিটি সেটে ৮১২.০ ভক্ত ছিল,Entailment
306,জনের ১০ জোড়া মিলে যাওয়া মোজা আছে,জনের ১০ জোড়ারও বেশি মিলে যাওয়া মোজা রয়েছে,contradiction
307,"একটি জঙ্গি গোষ্ঠী তিনজন ইরাকি কুর্দি জিম্মির শিরশ্ছেদ করেছে, গতকাল একটি ওয়েব সাইটে পোস্ট করা একটি ভিডিও টেপে হত্যাকাণ্ড দেখানো হয়েছে, অন্য একটি দল ঘোষণা করেছে যে তারা অন্তত ১৫ ইরাকি ন্যাশনাল গার্ডসম্যানকে অপহরণ করেছে।",একটি দল ইরাকি ন্যাশনাল গার্ডের ১৫ সদস্যকে অপহরণ করেছে বলে দাবি করেছে।,Entailment
308,গত সপ্তাহে টাউন এক্স-এর বাসিন্দা প্যাট যে ঘন্টা টেলিভিশন দেখেছিলেন তা গড় থেকে ১ থেকে ২ মান বিচ্যুতির মধ্যে ছিল,গত সপ্তাহে টাউন এক্স-এর বাসিন্দা প্যাট যে ঘন্টা টেলিভিশন দেখেছিলেন তা গড় থেকে ১ থেকে ২ স্ট্যান্ডার্ড বিচ্যুতির কম ছিল,contradiction
309,অ্যাঞ্জেলার গ্রেড তার ক্লাসে ৮০ গ্রেডের মধ্যে ৯০ তম পার্সেন্টাইলে ছিল,অ্যাঞ্জেলার গ্রেড তার ক্লাসে ৮০ গ্রেডের মধ্যে ৯০ তম পার্সেন্টাইলের বেশি ছিল,contradiction
310,"চ্যাং লির পোষা তেলাপোকা রয়েছে যা প্রতি সপ্তাহে একই হারে বৃদ্ধি পায়।
প্রথম সপ্তাহে তার ছিল ৫, পরের সপ্তাহে তার ছিল ১০, দ্বিতীয় সপ্তাহে তার ছিল ২০, এবং চতুর্থ সপ্তাহে তার ছিল ৮০","চ্যাং লির পোষা তেলাপোকা রয়েছে যা প্রতি সপ্তাহে একই হারে বৃদ্ধি পায়। প্রথম সপ্তাহে তার ছিল ৫ এর বেশি, পরের সপ্তাহে তার ছিল ১০, দ্বিতীয় সপ্তাহে তার ছিল ২০, এবং চতুর্থ সপ্তাহে তার ছিল ৮০",contradiction
311,এবং এল সালভাদর ঝড় থেকে নয়জনের মৃত্যুর খবর দিয়েছে।,এল সালভাদরে নয়জন নিহত হয়েছেন,Entailment
312,গত সপ্তাহে জেমস মোট ৪২ ঘন্টা কাজ করেছে যদি হ্যারি এবং জেমসকে গত সপ্তাহে একই পরিমাণ অর্থ প্রদান করা হয় তবে হ্যারি গত সপ্তাহে কত ঘন্টা কাজ করেছিল?,"গত সপ্তাহে জেমস মোট ৪২ ঘন্টার কম কাজ করেছে যদি হ্যারি এবং জেমসকে গত সপ্তাহে একই পরিমাণ অর্থ প্রদান করা হয়, তবে হ্যারি গত সপ্তাহে কত ঘন্টা কাজ করেছিল?",contradiction
